Date,Product,Quantity,Price,Customer
2023-08-20,Product_4,9,96.50473694098939,Customer_45
2023-05-02,Product_7,2,49.063850700012,Customer_11
2023-02-18,Product_7,9,53.84192890436323,Customer_29
2023-02-05,Product_9,2,21.199845518421434,Customer_84
2023-08-15,Product_5,4,32.99248537654394,Customer_42
2023-05-04,Product_9,4,64.74717228198033,Customer_72
2023-01-26,Product_9,2,28.4259139988478,Customer_14
2023-02-21,Product_6,2,59.91168563303225,Customer_79
2023-08-12,Product_3,3,17.01039356359924,Customer_78
2023-10-06,Product_10,10,93.5355789638786,Customer_35
2023-02-14,Product_1,10,60.43230937046138,Customer_8
2023-08-06,Product_4,4,40.01329126741056,Customer_22
2023-08-09,Product_9,6,88.52643798272744,Customer_54
2023-05-11,Product_3,10,32.46012090019669,Customer_96
2023-01-08,Product_3,7,32.78933218553038,Customer_51
2023-10-23,Product_2,2,19.702211911223458,Customer_58
2023-03-23,Product_8,7,53.05159539842619,Customer_2
2023-07-13,Product_6,5,13.639976885437882,Customer_98
2023-05-27,Product_7,4,14.425984918728528,Customer_71
2023-06-21,Product_7,6,24.115791052031014,Customer_53
2023-08-05,Product_9,10,38.50112623990916,Customer_85
2023-10-24,Product_6,10,45.6872847057118,Customer_71
2023-08-08,Product_8,7,84.97042657449454,Customer_82
2023-04-05,Product_5,8,20.376920354565208,Customer_66
2023-09-03,Product_5,2,33.574740103031644,Customer_21
2023-06-02,Product_3,5,87.99579316131553,Customer_40
2023-01-19,Product_6,7,85.95804893446005,Customer_24
2023-06-04,Product_1,4,46.88578704081803,Customer_82
2023-01-04,Product_6,6,50.78040146808144,Customer_34
2023-02-16,Product_4,8,61.52798074029438,Customer_88
2023-05-10,Product_5,9,26.99328209822937,Customer_13
2023-12-14,Product_4,2,49.407288554488126,Customer_36
2023-10-03,Product_5,5,67.07124969058995,Customer_75
2023-11-04,Product_9,7,83.46876158468127,Customer_61
2023-02-18,Product_5,6,22.30009001855826,Customer_4
2023-06-04,Product_1,5,83.06622274051985,Customer_6
2023-10-07,Product_2,4,40.98523471413976,Customer_10
2023-07-19,Product_5,6,15.298559541733383,Customer_68
2023-11-12,Product_6,4,39.62583879230179,Customer_17
2023-11-22,Product_2,1,33.42060769011454,Customer_51
2023-05-09,Product_3,7,53.021288929317386,Customer_33
2023-12-07,Product_9,6,30.134713429211825,Customer_10
2023-10-25,Product_8,7,85.1170290844854,Customer_24
2023-07-26,Product_3,2,41.52850406501529,Customer_67
2023-01-28,Product_2,2,46.245013134060095,Customer_71
2023-06-26,Product_10,7,95.94432705507043,Customer_91
2023-02-04,Product_4,2,11.923364971406066,Customer_44
2023-04-12,Product_8,10,50.214587414581835,Customer_70
2023-11-08,Product_3,3,72.02581964030547,Customer_94
2023-07-23,Product_10,4,31.25693864107409,Customer_42
2023-11-07,Product_4,4,20.623384681743246,Customer_62
2023-01-20,Product_3,4,38.40299626436217,Customer_63
2023-03-02,Product_2,10,16.825901358125364,Customer_98
2023-08-16,Product_3,7,47.923905640081216,Customer_92
2023-03-10,Product_10,1,27.3495899671388,Customer_63
2023-03-09,Product_9,1,95.28993121190902,Customer_68
2023-04-18,Product_2,7,54.25681663917541,Customer_2
2023-11-13,Product_1,6,33.10364279692605,Customer_76
2023-02-21,Product_7,7,55.94750560441619,Customer_36
2023-11-20,Product_2,7,11.00295386753107,Customer_34
2023-07-17,Product_2,4,13.645386569246702,Customer_20
2023-07-27,Product_1,4,46.78609853530346,Customer_26
2023-12-17,Product_7,10,26.53701442603355,Customer_74
2023-11-04,Product_5,6,25.95767384098659,Customer_14
2023-06-10,Product_3,8,64.04751551635184,Customer_24
2023-06-27,Product_6,1,21.099346989348412,Customer_15
2023-08-09,Product_1,10,32.409965052748305,Customer_56
2023-02-06,Product_4,10,11.169868312355172,Customer_51
2023-02-04,Product_6,2,35.59018364645435,Customer_5
2023-11-17,Product_2,10,65.36794666017023,Customer_17
2023-01-01,Product_10,1,26.94687110558469,Customer_91
2023-09-19,Product_8,3,58.28294536758532,Customer_29
2023-10-17,Product_7,5,33.71146543882209,Customer_35
2023-11-05,Product_1,5,49.121507582101785,Customer_11
2023-03-04,Product_3,4,47.685217821054664,Customer_45
2023-07-03,Product_1,9,86.58483228578892,Customer_26
2023-08-28,Product_4,1,26.639593818330162,Customer_40
2023-01-28,Product_2,3,39.63958004150617,Customer_43
2023-12-22,Product_6,3,59.035379732890775,Customer_74
2023-04-17,Product_7,4,64.70911240830644,Customer_69
2023-05-09,Product_6,5,38.30374329165788,Customer_47
2023-08-06,Product_5,3,13.945719303202296,Customer_42
2023-10-08,Product_3,10,32.20350386044284,Customer_75
2023-06-27,Product_7,9,57.34482261301992,Customer_20
2023-09-15,Product_1,7,10.098922668421409,Customer_92
2023-04-06,Product_6,6,76.9354325154233,Customer_21
2023-03-27,Product_10,3,81.33518855108915,Customer_50
2023-10-25,Product_6,6,91.57865918022935,Customer_39
2023-03-21,Product_2,6,91.93973303990747,Customer_94
2023-05-06,Product_9,7,76.89057126689303,Customer_10
2023-06-10,Product_8,2,99.35444902155521,Customer_26
2023-02-27,Product_3,8,90.7255852127938,Customer_5
2023-05-06,Product_8,6,55.36471624422106,Customer_34
2023-12-12,Product_3,10,57.19020170109513,Customer_18
2023-12-23,Product_3,5,63.80867323520228,Customer_68
2023-03-13,Product_10,3,77.66050459394306,Customer_64
2023-06-03,Product_10,8,16.01737157540873,Customer_17
2023-10-25,Product_6,6,96.42955796721202,Customer_77
2023-03-20,Product_5,7,59.68458932080723,Customer_15
2023-03-11,Product_8,6,91.36562988537675,Customer_58
2023-01-06,Product_5,5,42.236125700831266,Customer_78
2023-04-08,Product_9,4,12.639147676609474,Customer_55
2023-03-03,Product_2,7,66.88967587744071,Customer_57
2023-08-19,Product_7,9,75.64357777959161,Customer_46
2023-06-19,Product_2,5,89.31535286314754,Customer_7
2023-07-15,Product_7,6,22.002880031457007,Customer_62
2023-12-13,Product_1,3,22.65237027583894,Customer_79
2023-12-06,Product_9,6,55.40884690714521,Customer_57
2023-07-10,Product_8,5,79.5493801051958,Customer_62
2023-09-09,Product_5,9,56.08315087892181,Customer_45
2023-09-02,Product_9,2,82.18737382222062,Customer_24
2023-08-26,Product_1,9,79.25657039689882,Customer_89
2023-01-20,Product_2,8,11.842926034249828,Customer_53
2023-12-23,Product_1,10,40.9410295692865,Customer_78
2023-03-03,Product_7,9,93.69933258805773,Customer_42
2023-09-25,Product_6,10,94.48369214577129,Customer_70
2023-01-17,Product_1,7,95.41531107662368,Customer_32
2023-01-17,Product_4,1,66.81288729356535,Customer_52
2023-10-02,Product_3,10,96.2342348767626,Customer_28
2023-10-19,Product_5,5,76.40548953901133,Customer_50
2023-08-28,Product_10,5,83.4241605794488,Customer_62
2023-07-08,Product_3,7,13.874653517083308,Customer_14
2023-03-07,Product_6,8,57.00141180497058,Customer_94
2023-08-25,Product_4,2,60.2005111106962,Customer_88
2023-04-02,Product_8,6,24.395952935292733,Customer_36
2023-06-25,Product_9,3,53.528160934840244,Customer_65
2023-06-02,Product_8,8,41.01618995725806,Customer_93
2023-07-15,Product_7,5,16.90875221185143,Customer_29
2023-04-24,Product_7,10,25.49262308730895,Customer_4
2023-09-28,Product_4,1,75.33133301212843,Customer_11
2023-06-19,Product_9,7,74.04302265717925,Customer_52
2023-08-04,Product_2,1,22.785968294778982,Customer_30
2023-10-16,Product_1,8,11.111459725279369,Customer_87
2023-02-13,Product_6,7,65.56914096014204,Customer_77
2023-10-17,Product_2,1,99.25378903172198,Customer_87
2023-10-16,Product_2,6,57.18516835561833,Customer_28
2023-02-02,Product_10,10,21.413234345773446,Customer_93
2023-01-20,Product_6,5,14.623104579731885,Customer_42
2023-03-09,Product_6,8,93.770135534283,Customer_19
2023-12-07,Product_2,9,23.797798988117076,Customer_42
2023-11-15,Product_9,1,93.63822112740627,Customer_58
2023-07-21,Product_5,4,55.225283561285586,Customer_31
2023-09-12,Product_4,2,30.69486329804483,Customer_32
2023-02-06,Product_1,3,35.690369490896565,Customer_94
2023-11-20,Product_3,9,51.986101119223804,Customer_7
2023-06-13,Product_2,10,95.82541338063714,Customer_74
2023-06-15,Product_8,2,62.678878325943494,Customer_6
2023-11-25,Product_2,2,28.658860041731472,Customer_21
2023-06-11,Product_8,2,94.13324091611697,Customer_88
2023-01-12,Product_9,7,46.7673478299944,Customer_57
2023-07-10,Product_9,5,19.37531906571099,Customer_43
2023-01-08,Product_3,5,32.49459722098467,Customer_33
2023-12-27,Product_4,8,74.41571820606336,Customer_52
2023-08-06,Product_6,4,79.90323542294028,Customer_93
2023-06-08,Product_3,9,46.29053967788251,Customer_35
2023-05-14,Product_6,9,22.683543876407466,Customer_1
2023-05-02,Product_5,7,63.889825117724364,Customer_29
2023-07-26,Product_1,10,71.2034467273738,Customer_41
2023-06-02,Product_5,3,58.42208714047984,Customer_87
2023-08-25,Product_1,7,47.55973598529549,Customer_27
2023-05-25,Product_7,1,22.704641432651187,Customer_71
2023-06-14,Product_2,8,83.51088164320058,Customer_30
2023-05-02,Product_7,4,63.46266045777601,Customer_14
2023-06-07,Product_5,4,87.08429697520417,Customer_52
2023-02-17,Product_2,9,92.1669291509329,Customer_75
2023-02-22,Product_4,6,62.79672506496663,Customer_69
2023-03-06,Product_3,6,43.725051268903556,Customer_52
2023-01-18,Product_6,9,73.65491722158767,Customer_13
2023-12-01,Product_1,5,17.58420835227212,Customer_86
2023-05-22,Product_2,5,57.45437643097378,Customer_73
2023-03-27,Product_7,4,59.324533420625784,Customer_96
2023-12-19,Product_8,6,28.002864495636405,Customer_100
2023-02-10,Product_7,4,47.075883983956054,Customer_41
2023-05-09,Product_10,7,18.803512073330456,Customer_32
2023-09-19,Product_3,2,45.74386401561919,Customer_20
2023-09-01,Product_6,8,24.063784022860716,Customer_40
2023-03-10,Product_2,5,78.04866889827733,Customer_34
2023-11-20,Product_4,1,45.77425758377824,Customer_8
2023-10-16,Product_4,6,13.967790598292172,Customer_88
2023-01-16,Product_1,3,15.637383922789288,Customer_21
2023-02-02,Product_3,10,27.184803042903212,Customer_49
2023-11-24,Product_10,6,62.55070473753639,Customer_60
2023-09-15,Product_5,5,32.776282757253895,Customer_7
2023-03-06,Product_4,6,78.08813098214513,Customer_44
2023-01-03,Product_10,2,38.777979738011794,Customer_61
2023-08-16,Product_1,4,66.08753703395806,Customer_74
2023-02-23,Product_1,6,38.40158586092767,Customer_81
2023-06-23,Product_10,9,49.3640259540587,Customer_1
2023-09-28,Product_4,4,64.31032245677162,Customer_45
2023-02-13,Product_2,10,19.746672367487836,Customer_93
2023-02-03,Product_10,2,29.541299697477154,Customer_5
2023-08-01,Product_3,4,69.61161960803474,Customer_73
2023-08-20,Product_1,5,96.55713458493463,Customer_62
2023-06-01,Product_1,4,50.87767265851566,Customer_19
2023-11-12,Product_3,7,91.38643951652992,Customer_43
2023-11-05,Product_5,10,40.8104870977971,Customer_58
2023-02-11,Product_3,4,10.706424468301867,Customer_73
2023-02-17,Product_8,8,36.797821896491925,Customer_24
2023-09-10,Product_1,2,97.5082579045684,Customer_1
2023-11-24,Product_10,5,32.3021163310225,Customer_68
2023-09-18,Product_9,2,16.867890787930502,Customer_86
2023-03-04,Product_1,9,42.93141138560456,Customer_44
2023-03-10,Product_10,10,97.11778886067422,Customer_83
2023-11-10,Product_5,4,12.090630886621977,Customer_98
2023-06-15,Product_10,8,55.29893487830272,Customer_77
2023-10-14,Product_9,3,48.223602821901984,Customer_61
2023-11-24,Product_9,2,77.65111884758521,Customer_11
2023-12-21,Product_4,8,94.06248770964434,Customer_100
2023-07-24,Product_3,7,74.36837690055525,Customer_72
2023-05-18,Product_9,4,23.57631109861567,Customer_99
2023-11-08,Product_8,8,64.37372993316777,Customer_11
2023-02-25,Product_9,10,25.495407239720837,Customer_100
2023-11-17,Product_4,10,85.98589646544512,Customer_83
2023-06-22,Product_6,10,33.886181807277524,Customer_12
2023-03-18,Product_7,1,91.1875074908149,Customer_42
2023-09-16,Product_10,8,74.13322669425399,Customer_64
2023-12-25,Product_4,8,58.619942958042884,Customer_24
2023-10-26,Product_8,3,14.60343654669804,Customer_91
2023-10-22,Product_7,4,74.16537048239148,Customer_23
2023-04-08,Product_5,10,89.69233900617179,Customer_36
2023-10-06,Product_8,5,12.62148519193849,Customer_74
2023-08-06,Product_3,6,74.11086919683459,Customer_23
2023-06-28,Product_7,7,43.953881760177296,Customer_65
2023-01-23,Product_8,6,12.39573642846831,Customer_50
2023-04-06,Product_1,9,62.680909851231,Customer_59
2023-09-19,Product_5,4,54.473923327881856,Customer_41
2023-12-12,Product_2,7,57.44106504649885,Customer_47
2023-04-15,Product_3,1,12.53962726441003,Customer_15
2023-06-16,Product_3,1,66.86335430612615,Customer_64
2023-12-10,Product_1,1,24.291444062566047,Customer_85
2023-03-26,Product_4,10,38.500006177341334,Customer_77
2023-04-27,Product_9,10,65.86306085846084,Customer_87
2023-07-06,Product_5,1,27.170105694604544,Customer_15
2023-03-28,Product_9,8,64.89888678944443,Customer_50
2023-06-27,Product_10,8,61.18415174009879,Customer_53
2023-12-24,Product_3,7,91.03399903112826,Customer_49
2023-04-18,Product_5,3,48.41133296539102,Customer_32
2023-08-04,Product_1,7,14.191438733643853,Customer_13
2023-03-27,Product_9,4,18.554717294590308,Customer_39
2023-06-08,Product_10,2,14.933967750079566,Customer_87
2023-02-14,Product_2,10,82.4956329228907,Customer_88
2023-06-15,Product_6,7,85.00900265089264,Customer_90
2023-10-16,Product_7,1,83.42591822156145,Customer_47
2023-06-06,Product_2,10,89.277876306893,Customer_47
2023-05-23,Product_3,8,83.1862102118656,Customer_28
2023-12-10,Product_9,5,36.05898017896831,Customer_77
2023-08-26,Product_5,7,82.2569909242745,Customer_90
2023-09-19,Product_10,3,52.526411843273884,Customer_61
2023-05-08,Product_7,9,80.93513407603535,Customer_57
2023-06-23,Product_5,3,77.75456941826043,Customer_67
2023-08-01,Product_4,5,57.33815472341262,Customer_73
2023-11-19,Product_7,10,22.806641303676116,Customer_87
2023-01-10,Product_4,4,55.86947134966473,Customer_19
2023-02-15,Product_4,6,66.59919258638824,Customer_33
2023-09-12,Product_10,4,65.5578844532622,Customer_4
2023-01-26,Product_5,5,70.46296435681168,Customer_89
2023-09-05,Product_9,4,82.056452792218,Customer_94
2023-10-10,Product_6,1,33.95390371367455,Customer_36
2023-05-26,Product_1,6,78.79704608398991,Customer_18
2023-08-11,Product_7,3,74.81771421979545,Customer_30
2023-12-09,Product_8,10,11.431265145327796,Customer_1
2023-10-10,Product_7,3,26.254739805395293,Customer_99
2023-02-18,Product_5,7,17.28339855445604,Customer_44
2023-12-13,Product_3,2,14.568707395394132,Customer_72
2023-02-24,Product_9,8,35.42356641830133,Customer_65
2023-07-19,Product_3,5,40.52207800774907,Customer_97
2023-07-18,Product_9,8,40.15705726614676,Customer_90
2023-10-15,Product_8,5,32.70834216338303,Customer_77
2023-09-20,Product_2,5,36.382857567548996,Customer_99
2023-11-07,Product_1,9,65.48391398090028,Customer_59
2023-02-04,Product_6,1,16.751070163405128,Customer_48
2023-07-23,Product_5,9,50.16878732273007,Customer_42
2023-09-03,Product_3,7,76.7292247313106,Customer_65
2023-06-08,Product_6,5,14.042516124129376,Customer_26
2023-03-16,Product_4,1,85.19307013672028,Customer_41
2023-09-09,Product_5,8,26.79652200708575,Customer_28
2023-01-18,Product_10,9,63.4549178885052,Customer_27
2023-10-17,Product_6,5,22.835414863657597,Customer_41
2023-06-22,Product_8,2,78.50500835340549,Customer_62
2023-10-19,Product_6,2,71.0688359775424,Customer_2
2023-11-26,Product_1,1,74.89140527478169,Customer_50
2023-05-09,Product_1,3,30.201754164497668,Customer_100
2023-06-02,Product_7,9,33.86125789488669,Customer_85
2023-05-19,Product_1,5,72.30351309742294,Customer_38
2023-02-12,Product_4,9,93.06588591603231,Customer_71
2023-06-28,Product_6,9,59.96867545537905,Customer_92
2023-10-09,Product_10,5,83.36269727654332,Customer_60
2023-08-25,Product_5,4,37.30494623207437,Customer_45
2023-09-18,Product_6,6,22.805762977940404,Customer_37
2023-06-26,Product_3,7,25.39919237792876,Customer_67
2023-01-12,Product_3,4,33.41871336480897,Customer_50
2023-06-23,Product_4,4,42.017367053820536,Customer_52
2023-08-21,Product_6,6,69.48948221376091,Customer_76
2023-08-16,Product_6,2,46.95121823835037,Customer_75
2023-09-25,Product_4,6,45.08489711466208,Customer_53
2023-04-25,Product_7,1,18.430782489286898,Customer_58
2023-05-13,Product_5,4,44.079466399238996,Customer_100
2023-08-15,Product_10,8,30.134087505787054,Customer_34
2023-08-10,Product_3,3,70.46556656484395,Customer_24
2023-12-12,Product_7,9,39.62092045326658,Customer_96
2023-07-11,Product_9,4,64.35812430306996,Customer_19
2023-12-09,Product_1,3,12.408234865467254,Customer_78
2023-02-08,Product_10,8,75.59998808741867,Customer_29
2023-10-18,Product_3,10,51.257520332065276,Customer_89
2023-10-28,Product_1,10,29.359541677280387,Customer_36
2023-06-22,Product_4,4,38.40522564897809,Customer_58
2023-11-04,Product_10,10,63.76544885039091,Customer_77
2023-03-21,Product_5,9,95.25653459943976,Customer_91
2023-12-16,Product_5,7,27.945904901391316,Customer_78
2023-04-19,Product_10,6,19.254224483075923,Customer_67
2023-01-20,Product_9,10,92.04947341579808,Customer_86
2023-04-25,Product_8,2,11.803292121861032,Customer_53
2023-01-02,Product_1,3,47.974386732939024,Customer_14
2023-06-05,Product_7,6,30.419122618884863,Customer_66
2023-07-26,Product_8,1,95.58008653747488,Customer_16
2023-03-25,Product_8,8,92.3008525987839,Customer_35
2023-08-23,Product_6,2,12.409835044943296,Customer_48
2023-03-15,Product_3,9,32.257202194565764,Customer_63
2023-11-16,Product_9,3,39.38568654054751,Customer_6
2023-08-02,Product_9,2,65.25665407298933,Customer_44
2023-10-24,Product_2,3,22.130576446551302,Customer_58
2023-07-27,Product_9,1,26.286649662738075,Customer_71
2023-11-02,Product_6,1,72.68729890947033,Customer_55
2023-12-24,Product_5,1,86.25766287559229,Customer_42
2023-03-15,Product_4,6,21.464513869635695,Customer_24
2023-10-02,Product_2,10,98.28123713641287,Customer_1
2023-02-28,Product_8,2,62.85501481944918,Customer_50
2023-11-25,Product_8,5,98.89956593797329,Customer_15
2023-02-18,Product_9,4,70.10505430989247,Customer_25
2023-02-02,Product_8,3,38.42110893253209,Customer_23
2023-07-23,Product_2,6,40.02395651008784,Customer_84
2023-03-11,Product_7,10,18.627883242879427,Customer_76
2023-11-02,Product_7,5,26.266580755503973,Customer_37
2023-06-28,Product_2,9,38.858339134522154,Customer_26
2023-12-26,Product_4,1,56.30905150928831,Customer_53
2023-12-05,Product_9,9,76.09304416791426,Customer_36
2023-03-23,Product_8,8,24.973649409069502,Customer_57
2023-09-15,Product_8,5,75.40742200855868,Customer_56
